RefMol,EF1%,BEDROC,Target,n_neighbors,metric
ligand_CHEMBL460298,20.272425249169437,0.2663728855925303,CXCR4,100,euclidean
ligand_CHEMBL461358,15.767441860465116,0.2344376776971363,CXCR4,100,euclidean
ligand_CHEMBL508054,20.272425249169437,0.271143514045239,CXCR4,100,euclidean
ligand_CHEMBL541728,20.272425249169437,0.2607855685059325,CXCR4,100,euclidean
ligand_CHEMBL577268,9.009966777408636,0.358706341864565,CXCR4,100,euclidean
ligand_CHEMBL853,0.0,0.0317192300720554,CXCR4,100,euclidean
ligand_CHEMBL1088912,13.514950166112955,0.3402153467319419,CXCR4,100,cosine
ligand_CHEMBL1088913,20.272425249169437,0.4114918748196249,CXCR4,100,cosine
ligand_CHEMBL1089845,13.514950166112955,0.3024388855325666,CXCR4,100,cosine
ligand_CHEMBL1089846,6.757475083056478,0.2485060162597226,CXCR4,100,cosine
ligand_CHEMBL1092301,13.514950166112955,0.2793661758661561,CXCR4,100,cosine
ligand_CHEMBL1092324,4.504983388704319,0.2527051029587202,CXCR4,100,cosine
ligand_CHEMBL1092596,24.77740863787375,0.4113352493739224,CXCR4,100,cosine
ligand_CHEMBL1092628,15.767441860465116,0.3112562539651843,CXCR4,100,cosine
ligand_CHEMBL1093008,22.524916943521596,0.3795827160607865,CXCR4,100,cosine
ligand_CHEMBL1094864,4.504983388704319,0.1989992887314064,CXCR4,100,cosine
ligand_CHEMBL1096504,15.767441860465116,0.3382926656164829,CXCR4,100,cosine
ligand_CHEMBL452864,22.524916943521596,0.3541440198456125,CXCR4,100,cosine
ligand_CHEMBL452868,20.272425249169437,0.303836456170698,CXCR4,100,cosine
ligand_CHEMBL454689,15.767441860465116,0.27878587275012,CXCR4,100,cosine
ligand_CHEMBL460298,22.524916943521596,0.3771974349124342,CXCR4,100,cosine
ligand_CHEMBL461358,13.514950166112955,0.290890478525393,CXCR4,100,cosine
ligand_CHEMBL508054,22.524916943521596,0.3774067738812423,CXCR4,100,cosine
ligand_CHEMBL541728,20.272425249169437,0.3285955732971841,CXCR4,100,cosine
ligand_CHEMBL577268,18.019933554817275,0.3726301106686226,CXCR4,100,cosine
ligand_CHEMBL853,0.0,0.0153742604411879,CXCR4,100,cosine
ligand_CHEMBL108247,28.20277777777778,0.5384817051413664,FKB1A,10,euclidean
ligand_CHEMBL119571,8.677777777777777,0.1974819446665218,FKB1A,10,euclidean
ligand_CHEMBL120303,30.372222222222224,0.5128585235543437,FKB1A,10,euclidean
ligand_CHEMBL120630,21.694444444444443,0.3896134862988168,FKB1A,10,euclidean
ligand_CHEMBL146204,26.03333333333333,0.5076521159038334,FKB1A,10,euclidean
ligand_CHEMBL146804,17.355555555555554,0.3282500192826214,FKB1A,10,euclidean
ligand_CHEMBL148621,17.355555555555554,0.3398865830825042,FKB1A,10,euclidean
ligand_CHEMBL149373,6.508333333333334,0.2811762995720707,FKB1A,10,euclidean
ligand_CHEMBL149707,8.677777777777777,0.4376894485741743,FKB1A,10,euclidean
ligand_CHEMBL150229,17.355555555555554,0.4204540248433818,FKB1A,10,euclidean
ligand_CHEMBL284069,21.694444444444443,0.5813473562489425,FKB1A,10,euclidean
ligand_CHEMBL285557,2.1694444444444443,0.1956900236375431,FKB1A,10,euclidean
ligand_CHEMBL295091,0.0,0.0351454195002625,FKB1A,10,euclidean
ligand_CHEMBL326317,19.525,0.3751430084367964,FKB1A,10,euclidean
ligand_CHEMBL334179,19.525,0.4065085686170255,FKB1A,10,euclidean
ligand_CHEMBL406996,2.1694444444444443,0.123045331317253,FKB1A,10,euclidean
ligand_CHEMBL417492,2.1694444444444443,0.1524119178973534,FKB1A,10,euclidean
ligand_CHEMBL433871,21.694444444444443,0.4366749104186987,FKB1A,10,euclidean
ligand_CHEMBL50795,21.694444444444443,0.478720785154392,FKB1A,10,euclidean
ligand_CHEMBL6714,17.355555555555554,0.3371551986690941,FKB1A,10,euclidean
ligand_CHEMBL108247,21.694444444444443,0.4247998048404379,FKB1A,10,cosine
ligand_CHEMBL119571,2.1694444444444443,0.1202233513992138,FKB1A,10,cosine
ligand_CHEMBL120303,19.525,0.4756990851717312,FKB1A,10,cosine
ligand_CHEMBL120630,10.84722222222222,0.2181957880445412,FKB1A,10,cosine
ligand_CHEMBL146204,17.355555555555554,0.4293036202787246,FKB1A,10,cosine
ligand_CHEMBL146804,8.677777777777777,0.2598192444049318,FKB1A,10,cosine
ligand_CHEMBL148621,4.338888888888889,0.2442247136913772,FKB1A,10,cosine
ligand_CHEMBL149373,10.84722222222222,0.2852016688818293,FKB1A,10,cosine
ligand_CHEMBL149707,13.016666666666667,0.3839119758095766,FKB1A,10,cosine
ligand_CHEMBL150229,2.1694444444444443,0.1674298951151428,FKB1A,10,cosine
ligand_CHEMBL284069,19.525,0.4844569502822143,FKB1A,10,cosine
ligand_CHEMBL285557,0.0,0.1376573692616627,FKB1A,10,cosine
ligand_CHEMBL295091,0.0,0.0120747209254022,FKB1A,10,cosine
ligand_CHEMBL326317,13.016666666666667,0.2900443522381086,FKB1A,10,cosine
ligand_CHEMBL334179,17.355555555555554,0.3814496101154773,FKB1A,10,cosine
ligand_CHEMBL406996,2.1694444444444443,0.0563034439693569,FKB1A,10,cosine
ligand_CHEMBL417492,0.0,0.1642323097813824,FKB1A,10,cosine
ligand_CHEMBL433871,10.84722222222222,0.2405720615785294,FKB1A,10,cosine
ligand_CHEMBL50795,13.016666666666667,0.3216551966499004,FKB1A,10,cosine
ligand_CHEMBL6714,10.84722222222222,0.2663096377262087,FKB1A,10,cosine
ligand_CHEMBL108247,36.88055555555555,0.6487579380248006,FKB1A,50,euclidean
ligand_CHEMBL119571,17.355555555555554,0.3911740986510769,FKB1A,50,euclidean
ligand_CHEMBL120303,26.03333333333333,0.5337993079367881,FKB1A,50,euclidean
ligand_CHEMBL120630,19.525,0.4380158233417521,FKB1A,50,euclidean
ligand_CHEMBL146204,32.541666666666664,0.6185089291620363,FKB1A,50,euclidean
ligand_CHEMBL146804,13.016666666666667,0.3512771086250424,FKB1A,50,euclidean
ligand_CHEMBL148621,17.355555555555554,0.4322885632081705,FKB1A,50,euclidean
ligand_CHEMBL149373,13.016666666666667,0.3239577817859689,FKB1A,50,euclidean
ligand_CHEMBL149707,15.186111111111112,0.5077430671066882,FKB1A,50,euclidean
ligand_CHEMBL150229,19.525,0.4773103787825757,FKB1A,50,euclidean
ligand_CHEMBL284069,28.20277777777778,0.7093286741192996,FKB1A,50,euclidean
ligand_CHEMBL285557,15.186111111111112,0.3242034591388384,FKB1A,50,euclidean
ligand_CHEMBL295091,0.0,0.0681353504096534,FKB1A,50,euclidean
ligand_CHEMBL326317,17.355555555555554,0.3606472614675604,FKB1A,50,euclidean
ligand_CHEMBL334179,19.525,0.442180167596413,FKB1A,50,euclidean
ligand_CHEMBL406996,2.1694444444444443,0.1165508178334328,FKB1A,50,euclidean
ligand_CHEMBL417492,2.1694444444444443,0.181389223699035,FKB1A,50,euclidean
ligand_CHEMBL433871,19.525,0.5314884322946071,FKB1A,50,euclidean
ligand_CHEMBL50795,23.863888888888887,0.5991815514866724,FKB1A,50,euclidean
ligand_CHEMBL6714,28.20277777777778,0.4995264787468237,FKB1A,50,euclidean
ligand_CHEMBL108247,19.525,0.4449798395571131,FKB1A,50,cosine
ligand_CHEMBL119571,4.338888888888889,0.1796496794926033,FKB1A,50,cosine
ligand_CHEMBL120303,19.525,0.4387545137809578,FKB1A,50,cosine
ligand_CHEMBL120630,8.677777777777777,0.230408890925785,FKB1A,50,cosine
ligand_CHEMBL146204,17.355555555555554,0.4484352279523656,FKB1A,50,cosine
ligand_CHEMBL146804,17.355555555555554,0.4060093457598935,FKB1A,50,cosine
ligand_CHEMBL148621,15.186111111111112,0.3554587406914191,FKB1A,50,cosine
ligand_CHEMBL149373,6.508333333333334,0.2660677133336863,FKB1A,50,cosine
ligand_CHEMBL149707,23.863888888888887,0.4564194146319985,FKB1A,50,cosine
ligand_CHEMBL150229,2.1694444444444443,0.1890849601496503,FKB1A,50,cosine
ligand_CHEMBL284069,30.372222222222224,0.5176952810593027,FKB1A,50,cosine
ligand_CHEMBL285557,2.1694444444444443,0.1547110503272195,FKB1A,50,cosine
ligand_CHEMBL295091,0.0,0.0134893059798431,FKB1A,50,cosine
ligand_CHEMBL326317,10.84722222222222,0.1949350277721077,FKB1A,50,cosine
ligand_CHEMBL334179,15.186111111111112,0.4038370138437896,FKB1A,50,cosine
ligand_CHEMBL406996,2.1694444444444443,0.0394003388226883,FKB1A,50,cosine
ligand_CHEMBL417492,4.338888888888889,0.2580877636020293,FKB1A,50,cosine
ligand_CHEMBL433871,8.677777777777777,0.2580951439172712,FKB1A,50,cosine
ligand_CHEMBL50795,21.694444444444443,0.3869252339624484,FKB1A,50,cosine
ligand_CHEMBL6714,23.863888888888887,0.3438594369372095,FKB1A,50,cosine
ligand_CHEMBL108247,32.541666666666664,0.6655903102253689,FKB1A,100,euclidean
ligand_CHEMBL119571,15.186111111111112,0.3519713756096138,FKB1A,100,euclidean
ligand_CHEMBL120303,28.20277777777778,0.5346747810226631,FKB1A,100,euclidean
ligand_CHEMBL120630,19.525,0.4884130032940908,FKB1A,100,euclidean
ligand_CHEMBL146204,30.372222222222224,0.6328738039647452,FKB1A,100,euclidean
ligand_CHEMBL146804,15.186111111111112,0.3672091843415577,FKB1A,100,euclidean
ligand_CHEMBL148621,21.694444444444443,0.4914987831030213,FKB1A,100,euclidean
ligand_CHEMBL149373,13.016666666666667,0.343580326543897,FKB1A,100,euclidean
ligand_CHEMBL149707,23.863888888888887,0.6130432995054466,FKB1A,100,euclidean
ligand_CHEMBL150229,13.016666666666667,0.3752760583049465,FKB1A,100,euclidean
ligand_CHEMBL284069,30.372222222222224,0.6800300310059822,FKB1A,100,euclidean
ligand_CHEMBL285557,10.84722222222222,0.3080880295263015,FKB1A,100,euclidean
ligand_CHEMBL295091,2.1694444444444443,0.1367897453172043,FKB1A,100,euclidean
ligand_CHEMBL326317,10.84722222222222,0.3135178592208653,FKB1A,100,euclidean
ligand_CHEMBL334179,26.03333333333333,0.4847894319586193,FKB1A,100,euclidean
ligand_CHEMBL406996,2.1694444444444443,0.059060210836768,FKB1A,100,euclidean
ligand_CHEMBL417492,2.1694444444444443,0.1737770102254178,FKB1A,100,euclidean
ligand_CHEMBL433871,15.186111111111112,0.3670226045336799,FKB1A,100,euclidean
ligand_CHEMBL50795,28.20277777777778,0.5881672624687319,FKB1A,100,euclidean
ligand_CHEMBL6714,21.694444444444443,0.4977381316375376,FKB1A,100,euclidean
ligand_CHEMBL108247,19.525,0.450478795246717,FKB1A,100,cosine
ligand_CHEMBL119571,10.84722222222222,0.2401998213321791,FKB1A,100,cosine
ligand_CHEMBL120303,23.863888888888887,0.428768706343943,FKB1A,100,cosine
ligand_CHEMBL120630,6.508333333333334,0.1912224451574115,FKB1A,100,cosine
ligand_CHEMBL146204,19.525,0.3672931455937533,FKB1A,100,cosine
ligand_CHEMBL146804,17.355555555555554,0.3888687798638712,FKB1A,100,cosine
ligand_CHEMBL148621,13.016666666666667,0.2924312909873707,FKB1A,100,cosine
ligand_CHEMBL149373,6.508333333333334,0.2897037911854052,FKB1A,100,cosine
ligand_CHEMBL149707,17.355555555555554,0.3885765589779906,FKB1A,100,cosine
ligand_CHEMBL150229,2.1694444444444443,0.1691521728482515,FKB1A,100,cosine
ligand_CHEMBL284069,21.694444444444443,0.5167303960764719,FKB1A,100,cosine
ligand_CHEMBL285557,2.1694444444444443,0.1467516883911726,FKB1A,100,cosine
ligand_CHEMBL295091,0.0,0.0314377659585548,FKB1A,100,cosine
ligand_CHEMBL326317,10.84722222222222,0.1640310762333643,FKB1A,100,cosine
ligand_CHEMBL334179,15.186111111111112,0.3577610234079746,FKB1A,100,cosine
ligand_CHEMBL406996,2.1694444444444443,0.0552259069392992,FKB1A,100,cosine
ligand_CHEMBL417492,4.338888888888889,0.255694823028651,FKB1A,100,cosine
ligand_CHEMBL433871,2.1694444444444443,0.1704735939111818,FKB1A,100,cosine
ligand_CHEMBL50795,13.016666666666667,0.3303942107628969,FKB1A,100,cosine
ligand_CHEMBL6714,19.525,0.3961950951471242,FKB1A,100,cosine
ligand_CHEMBL1081509,15.198257080610022,0.3793822177455371,KIT,10,euclidean
ligand_CHEMBL1173149,11.398692810457517,0.1928364195095359,KIT,10,euclidean
ligand_CHEMBL197610,3.7995642701525054,0.1786700094375309,KIT,10,euclidean
ligand_CHEMBL212084,1.8997821350762527,0.0504649350100252,KIT,10,euclidean
ligand_CHEMBL222315,11.398692810457517,0.2363821294060915,KIT,10,euclidean
ligand_CHEMBL223360,13.298474945533767,0.3043436490446184,KIT,10,euclidean
ligand_CHEMBL259247,9.498910675381264,0.1546281761831157,KIT,10,euclidean
ligand_CHEMBL26559,3.7995642701525054,0.0595087152097196,KIT,10,euclidean
ligand_CHEMBL272902,5.699346405228758,0.1726030410489244,KIT,10,euclidean
ligand_CHEMBL376307,11.398692810457517,0.2030752800394445,KIT,10,euclidean
ligand_CHEMBL377193,0.0,0.0533170422107209,KIT,10,euclidean
ligand_CHEMBL380703,11.398692810457517,0.2042109071928306,KIT,10,euclidean
ligand_CHEMBL404367,18.99782135076253,0.3826176665896117,KIT,10,euclidean
ligand_CHEMBL406375,0.0,0.0018076029435615,KIT,10,euclidean
ligand_CHEMBL426887,15.198257080610022,0.3347562445070849,KIT,10,euclidean
ligand_CHEMBL488840,3.7995642701525054,0.2368868841686858,KIT,10,euclidean
ligand_CHEMBL494821,3.7995642701525054,0.1250598419929491,KIT,10,euclidean
ligand_CHEMBL520718,7.599128540305011,0.3511687861304899,KIT,10,euclidean
ligand_CHEMBL535,7.599128540305011,0.2192779692530961,KIT,10,euclidean
ligand_CHEMBL572881,3.7995642701525054,0.1918046343933392,KIT,10,euclidean
ligand_CHEMBL1081509,5.699346405228758,0.1851319203967742,KIT,10,cosine
ligand_CHEMBL1173149,0.0,0.0334860146786258,KIT,10,cosine
ligand_CHEMBL197610,1.8997821350762527,0.0810990603163979,KIT,10,cosine
ligand_CHEMBL212084,1.8997821350762527,0.0530981901677544,KIT,10,cosine
ligand_CHEMBL222315,7.599128540305011,0.2436255561044793,KIT,10,cosine
ligand_CHEMBL223360,11.398692810457517,0.2121553236506291,KIT,10,cosine
ligand_CHEMBL259247,5.699346405228758,0.1207998822641842,KIT,10,cosine
ligand_CHEMBL26559,1.8997821350762527,0.0663766023399804,KIT,10,cosine
ligand_CHEMBL272902,1.8997821350762527,0.0910046548518248,KIT,10,cosine
ligand_CHEMBL376307,3.7995642701525054,0.0997705029667967,KIT,10,cosine
ligand_CHEMBL377193,0.0,0.0905423988238201,KIT,10,cosine
ligand_CHEMBL380703,5.699346405228758,0.1300475889300744,KIT,10,cosine
ligand_CHEMBL404367,5.699346405228758,0.1597272102724315,KIT,10,cosine
ligand_CHEMBL406375,0.0,0.0125331848967241,KIT,10,cosine
ligand_CHEMBL426887,11.398692810457517,0.2842836289303483,KIT,10,cosine
ligand_CHEMBL488840,5.699346405228758,0.1803392599111153,KIT,10,cosine
ligand_CHEMBL494821,7.599128540305011,0.14638710042087,KIT,10,cosine
ligand_CHEMBL520718,5.699346405228758,0.2007371230355144,KIT,10,cosine
ligand_CHEMBL535,0.0,0.1203493514211549,KIT,10,cosine
ligand_CHEMBL572881,0.0,0.1429375905729324,KIT,10,cosine
ligand_CHEMBL1081509,15.198257080610022,0.397871310569613,KIT,50,euclidean
ligand_CHEMBL1173149,7.599128540305011,0.2092015898589333,KIT,50,euclidean
ligand_CHEMBL197610,3.7995642701525054,0.1086826301849685,KIT,50,euclidean
ligand_CHEMBL212084,1.8997821350762527,0.0594787804436325,KIT,50,euclidean
ligand_CHEMBL222315,11.398692810457517,0.2921984697048116,KIT,50,euclidean
ligand_CHEMBL223360,15.198257080610022,0.2996686416973061,KIT,50,euclidean
ligand_CHEMBL259247,7.599128540305011,0.2262883287346343,KIT,50,euclidean
ligand_CHEMBL26559,1.8997821350762527,0.0729756406457099,KIT,50,euclidean
ligand_CHEMBL272902,9.498910675381264,0.2995815254426288,KIT,50,euclidean
ligand_CHEMBL376307,13.298474945533767,0.2435413391648373,KIT,50,euclidean
ligand_CHEMBL377193,0.0,0.0653982881490279,KIT,50,euclidean
ligand_CHEMBL380703,9.498910675381264,0.2236024541386514,KIT,50,euclidean
ligand_CHEMBL404367,20.897603485838783,0.4073025732185764,KIT,50,euclidean
ligand_CHEMBL406375,0.0,0.0028165886326683,KIT,50,euclidean
ligand_CHEMBL426887,17.098039215686274,0.3652979388596514,KIT,50,euclidean
ligand_CHEMBL488840,1.8997821350762527,0.1864838141954242,KIT,50,euclidean
ligand_CHEMBL494821,3.7995642701525054,0.1572083812262839,KIT,50,euclidean
ligand_CHEMBL520718,18.99782135076253,0.4745677422850757,KIT,50,euclidean
ligand_CHEMBL535,11.398692810457517,0.3056449641682903,KIT,50,euclidean
ligand_CHEMBL572881,3.7995642701525054,0.2700972857037876,KIT,50,euclidean
ligand_CHEMBL1081509,5.699346405228758,0.2303454429300524,KIT,50,cosine
ligand_CHEMBL1173149,0.0,0.0602868107012974,KIT,50,cosine
ligand_CHEMBL197610,1.8997821350762527,0.064058506805595,KIT,50,cosine
ligand_CHEMBL212084,0.0,0.0330556185328348,KIT,50,cosine
ligand_CHEMBL222315,13.298474945533767,0.2566361374753801,KIT,50,cosine
ligand_CHEMBL223360,5.699346405228758,0.1810184226192566,KIT,50,cosine
ligand_CHEMBL259247,3.7995642701525054,0.1134344671652194,KIT,50,cosine
ligand_CHEMBL26559,0.0,0.0448003237046446,KIT,50,cosine
ligand_CHEMBL272902,1.8997821350762527,0.0873474659176386,KIT,50,cosine
ligand_CHEMBL376307,3.7995642701525054,0.1533516149205568,KIT,50,cosine
ligand_CHEMBL377193,0.0,0.0346345300240476,KIT,50,cosine
ligand_CHEMBL380703,3.7995642701525054,0.1351313376323576,KIT,50,cosine
ligand_CHEMBL404367,11.398692810457517,0.2295476858408519,KIT,50,cosine
ligand_CHEMBL406375,0.0,0.0371075538123132,KIT,50,cosine
ligand_CHEMBL426887,17.098039215686274,0.3890137697986487,KIT,50,cosine
ligand_CHEMBL488840,13.298474945533767,0.248442282312652,KIT,50,cosine
ligand_CHEMBL494821,5.699346405228758,0.1566535116997485,KIT,50,cosine
ligand_CHEMBL520718,5.699346405228758,0.2135688470395857,KIT,50,cosine
ligand_CHEMBL535,0.0,0.1214802181054568,KIT,50,cosine
ligand_CHEMBL572881,7.599128540305011,0.1887821336303113,KIT,50,cosine
ligand_CHEMBL1081509,18.99782135076253,0.4772490779182353,KIT,100,euclidean
ligand_CHEMBL1173149,9.498910675381264,0.1926190778366495,KIT,100,euclidean
ligand_CHEMBL197610,3.7995642701525054,0.0970883422377155,KIT,100,euclidean
ligand_CHEMBL212084,1.8997821350762527,0.0497782209676775,KIT,100,euclidean
ligand_CHEMBL222315,15.198257080610022,0.2863930139289151,KIT,100,euclidean
ligand_CHEMBL223360,13.298474945533767,0.257230303677099,KIT,100,euclidean
ligand_CHEMBL259247,11.398692810457517,0.2660653926787588,KIT,100,euclidean
ligand_CHEMBL26559,1.8997821350762527,0.0514834649044833,KIT,100,euclidean
ligand_CHEMBL272902,17.098039215686274,0.3892556944244335,KIT,100,euclidean
ligand_CHEMBL376307,17.098039215686274,0.2389142077729555,KIT,100,euclidean
ligand_CHEMBL377193,5.699346405228758,0.1004683507184279,KIT,100,euclidean
ligand_CHEMBL380703,11.398692810457517,0.2069616919103556,KIT,100,euclidean
ligand_CHEMBL404367,15.198257080610022,0.3171926366789275,KIT,100,euclidean
ligand_CHEMBL406375,0.0,0.0017967878932642,KIT,100,euclidean
ligand_CHEMBL426887,15.198257080610022,0.3615794961736324,KIT,100,euclidean
ligand_CHEMBL488840,3.7995642701525054,0.1971788689328779,KIT,100,euclidean
ligand_CHEMBL494821,7.599128540305011,0.2043101779646321,KIT,100,euclidean
ligand_CHEMBL520718,18.99782135076253,0.4795837287995799,KIT,100,euclidean
ligand_CHEMBL535,15.198257080610022,0.3151408552029677,KIT,100,euclidean
ligand_CHEMBL572881,5.699346405228758,0.2898560472506608,KIT,100,euclidean
ligand_CHEMBL1081509,3.7995642701525054,0.1976517516406183,KIT,100,cosine
ligand_CHEMBL1173149,0.0,0.0424240494833463,KIT,100,cosine
ligand_CHEMBL197610,0.0,0.0709780343274371,KIT,100,cosine
ligand_CHEMBL212084,0.0,0.0210161838264232,KIT,100,cosine
ligand_CHEMBL222315,11.398692810457517,0.2238515185110303,KIT,100,cosine
ligand_CHEMBL223360,7.599128540305011,0.1877270268905361,KIT,100,cosine
ligand_CHEMBL259247,7.599128540305011,0.1904622017675289,KIT,100,cosine
ligand_CHEMBL26559,0.0,0.0361505174560834,KIT,100,cosine
ligand_CHEMBL272902,1.8997821350762527,0.1176204788789113,KIT,100,cosine
ligand_CHEMBL376307,3.7995642701525054,0.1085594382230681,KIT,100,cosine
ligand_CHEMBL377193,0.0,0.0717628402554833,KIT,100,cosine
ligand_CHEMBL380703,0.0,0.1572520097330736,KIT,100,cosine
ligand_CHEMBL404367,9.498910675381264,0.2041811450465176,KIT,100,cosine
ligand_CHEMBL406375,0.0,0.0215964354499621,KIT,100,cosine
ligand_CHEMBL426887,13.298474945533767,0.3130882676527758,KIT,100,cosine
ligand_CHEMBL488840,11.398692810457517,0.1991286469373092,KIT,100,cosine
ligand_CHEMBL494821,5.699346405228758,0.1836380750608401,KIT,100,cosine
ligand_CHEMBL520718,7.599128540305011,0.252345304088434,KIT,100,cosine
ligand_CHEMBL535,1.8997821350762527,0.1187493310782825,KIT,100,cosine
ligand_CHEMBL572881,7.599128540305011,0.2238282279362701,KIT,100,cosine
ligand_CHEMBL199395,0.0,0.1875707742862546,MK01,10,euclidean
ligand_CHEMBL219683,31.513833992094863,0.4022484503964656,MK01,10,euclidean
ligand_CHEMBL219849,40.51778656126482,0.4984603373982305,MK01,10,euclidean
ligand_CHEMBL220110,6.75296442687747,0.1233728332837772,MK01,10,euclidean
ligand_CHEMBL220112,38.26679841897233,0.5202303890738984,MK01,10,euclidean
ligand_CHEMBL220343,33.76482213438735,0.4736634874472225,MK01,10,euclidean
ligand_CHEMBL221109,9.003952569169961,0.1343693533645299,MK01,10,euclidean
ligand_CHEMBL222249,33.76482213438735,0.5009009699288602,MK01,10,euclidean
ligand_CHEMBL235345,2.2509881422924902,0.1116882482677311,MK01,10,euclidean
ligand_CHEMBL374677,36.015810276679844,0.4951986890361164,MK01,10,euclidean
ligand_CHEMBL374876,20.25889328063241,0.3752765472729185,MK01,10,euclidean
ligand_CHEMBL375525,31.513833992094863,0.4068385690254727,MK01,10,euclidean
ligand_CHEMBL383104,2.2509881422924902,0.1572487188357937,MK01,10,euclidean
ligand_CHEMBL440356,4.5019762845849804,0.1081819098981277,MK01,10,euclidean
ligand_CHEMBL524266,4.5019762845849804,0.142529034556043,MK01,10,euclidean
ligand_CHEMBL565459,20.25889328063241,0.4420852337684249,MK01,10,euclidean
ligand_CHEMBL565460,11.254940711462451,0.321116610418812,MK01,10,euclidean
ligand_CHEMBL570366,29.26284584980237,0.4531223593101497,MK01,10,euclidean
ligand_CHEMBL570367,29.26284584980237,0.4306463155542515,MK01,10,euclidean
ligand_CHEMBL99203,2.2509881422924902,0.1402331018044599,MK01,10,euclidean
ligand_CHEMBL199395,0.0,0.0432411657380682,MK01,10,cosine
ligand_CHEMBL219683,27.01185770750988,0.4043655202509071,MK01,10,cosine
ligand_CHEMBL219849,31.513833992094863,0.4870536709548744,MK01,10,cosine
ligand_CHEMBL220110,6.75296442687747,0.148489712972464,MK01,10,cosine
ligand_CHEMBL220112,29.26284584980237,0.5048558183923427,MK01,10,cosine
ligand_CHEMBL220343,29.26284584980237,0.4171428076458807,MK01,10,cosine
ligand_CHEMBL221109,6.75296442687747,0.2165510810007233,MK01,10,cosine
ligand_CHEMBL222249,31.513833992094863,0.41279762794423,MK01,10,cosine
ligand_CHEMBL235345,0.0,0.0859134751973118,MK01,10,cosine
ligand_CHEMBL374677,24.76086956521739,0.4406585715727222,MK01,10,cosine
ligand_CHEMBL374876,29.26284584980237,0.4300960854157913,MK01,10,cosine
ligand_CHEMBL375525,20.25889328063241,0.3596617788190531,MK01,10,cosine
ligand_CHEMBL383104,2.2509881422924902,0.1095015233975078,MK01,10,cosine
ligand_CHEMBL440356,4.5019762845849804,0.0955837145905757,MK01,10,cosine
ligand_CHEMBL524266,4.5019762845849804,0.0945147752983568,MK01,10,cosine
ligand_CHEMBL565459,18.007905138339922,0.3179477066951766,MK01,10,cosine
ligand_CHEMBL565460,20.25889328063241,0.4438334358336441,MK01,10,cosine
ligand_CHEMBL570366,13.50592885375494,0.2628635818100657,MK01,10,cosine
ligand_CHEMBL570367,15.756916996047432,0.3681803304204458,MK01,10,cosine
ligand_CHEMBL99203,0.0,0.1326908473982393,MK01,10,cosine
ligand_CHEMBL199395,4.5019762845849804,0.2105168367764039,MK01,50,euclidean
ligand_CHEMBL219683,31.513833992094863,0.4943431226248975,MK01,50,euclidean
ligand_CHEMBL219849,38.26679841897233,0.5159668349458111,MK01,50,euclidean
ligand_CHEMBL220110,6.75296442687747,0.1106376032398261,MK01,50,euclidean
ligand_CHEMBL220112,40.51778656126482,0.5418426302382665,MK01,50,euclidean
ligand_CHEMBL220343,33.76482213438735,0.5292988020260578,MK01,50,euclidean
ligand_CHEMBL221109,9.003952569169961,0.1515263379733055,MK01,50,euclidean
ligand_CHEMBL222249,36.015810276679844,0.5316006484377894,MK01,50,euclidean
ligand_CHEMBL235345,2.2509881422924902,0.1348148019133098,MK01,50,euclidean
ligand_CHEMBL374677,36.015810276679844,0.4998974596725749,MK01,50,euclidean
ligand_CHEMBL374876,27.01185770750988,0.4194084947375232,MK01,50,euclidean
ligand_CHEMBL375525,27.01185770750988,0.4188271480954203,MK01,50,euclidean
ligand_CHEMBL383104,2.2509881422924902,0.1255320578546032,MK01,50,euclidean
ligand_CHEMBL440356,6.75296442687747,0.1299168868838321,MK01,50,euclidean
ligand_CHEMBL524266,4.5019762845849804,0.1244253113339144,MK01,50,euclidean
ligand_CHEMBL565459,24.76086956521739,0.449844470437243,MK01,50,euclidean
ligand_CHEMBL565460,24.76086956521739,0.4580402030953485,MK01,50,euclidean
ligand_CHEMBL570366,33.76482213438735,0.5151806552241445,MK01,50,euclidean
ligand_CHEMBL570367,27.01185770750988,0.4259073898455731,MK01,50,euclidean
ligand_CHEMBL99203,2.2509881422924902,0.1425422898927852,MK01,50,euclidean
ligand_CHEMBL199395,2.2509881422924902,0.1288403074512967,MK01,50,cosine
ligand_CHEMBL219683,27.01185770750988,0.4080203325042152,MK01,50,cosine
ligand_CHEMBL219849,22.509881422924902,0.4200920734824557,MK01,50,cosine
ligand_CHEMBL220110,6.75296442687747,0.1712754144746965,MK01,50,cosine
ligand_CHEMBL220112,29.26284584980237,0.4372010797173372,MK01,50,cosine
ligand_CHEMBL220343,27.01185770750988,0.3978288032193532,MK01,50,cosine
ligand_CHEMBL221109,9.003952569169961,0.2070449774467199,MK01,50,cosine
ligand_CHEMBL222249,27.01185770750988,0.3800811386255788,MK01,50,cosine
ligand_CHEMBL235345,4.5019762845849804,0.2610867287807861,MK01,50,cosine
ligand_CHEMBL374677,15.756916996047432,0.3796145185014875,MK01,50,cosine
ligand_CHEMBL374876,29.26284584980237,0.3886133275616607,MK01,50,cosine
ligand_CHEMBL375525,24.76086956521739,0.3844169217441496,MK01,50,cosine
ligand_CHEMBL383104,2.2509881422924902,0.0546967067164425,MK01,50,cosine
ligand_CHEMBL440356,0.0,0.0486768231216142,MK01,50,cosine
ligand_CHEMBL524266,2.2509881422924902,0.1501328455231694,MK01,50,cosine
