n_neighbors,metric,mean_BEDROC,std_BEDROC,mean_EF1,std_EF1,n_targets
100,euclidean,0.282493551678071,0.11244199208800418,12.97725131002942,6.420973520762385,10
50,euclidean,0.28204810756692034,0.11279091474300679,13.142268162652652,6.7079803311183595,10
10,euclidean,0.2671396628812195,0.10865094236269325,12.031865217205354,6.259203189648417,10
50,cosine,0.2182026785116046,0.07790057912588896,8.666026537822114,4.848940821756324,10
10,cosine,0.21777593164966774,0.07827955448979017,8.6503271354097,4.671841112371739,10
100,cosine,0.21217687001676522,0.07604420403122522,8.412742033847064,4.847505744907494,10
